passenger_id,first_name,last_name,gender,dob,nationality,frequent_flyer_status,ff_points,typical_flight_freq_per_year
P0061604161,Shannon,Johnson,F,1990-08-13,Georgia,None,0,2
P0061604162,Tanya,Garcia,O,1986-09-07,Egypt,None,0,0
P0061604163,Jessica,Strickland,M,1965-05-10,Bangladesh,Silver,7624,4
P0061604164,Raymond,Robles,O,1986-10-21,Uruguay,None,0,1
P0061604165,William,Pace,O,1990-08-07,Sao Tome and Principe,Silver,8852,4
P0061604166,Alexis,Chang,M,1993-12-21,Venezuela,None,0,0
P0061604167,Elizabeth,Cooper,M,1982-08-06,Christmas Island,None,0,1
P0061604168,Jasmin,Meza,O,1977-03-08,Nauru,None,0,2
P0061604169,Brian,Kidd,O,1992-07-03,Trinidad and Tobago,Silver,16448,4
P0061604170,Margaret,Russell,F,1946-09-18,Bangladesh,None,0,2
P0061604171,Anthony,Nelson,M,1944-10-27,Falkland Islands (Malvinas),None,0,1
P0061604172,Henry,Boyd,F,2001-02-10,Tunisia,None,0,0
P0061604173,Shari,Smith,M,1982-03-01,Bolivia,None,0,1
P0061604174,Savannah,Craig,O,1984-12-22,Sweden,Silver,8177,3
P0061604175,Patrick,Whitney,F,1953-12-14,Jordan,Gold,23659,15
P0061604176,John,Sanchez,M,1979-02-13,Indonesia,None,0,2
P0061604177,Kayla,Anderson,M,1996-09-15,American Samoa,None,0,1
P0061604178,Rebecca,Lane,F,1991-12-17,Northern Mariana Islands,None,0,1
P0061604179,Kenneth,Rodriguez,F,1972-07-09,Kuwait,None,0,1
P0061604180,Lance,Lutz,O,1993-09-24,Mozambique,Silver,16676,4
P0061604181,Bryan,Patel,M,1956-09-01,Sri Lanka,None,0,2
P0061604182,Matthew,Martin,O,1965-10-04,Philippines,None,0,1
P0061604183,Paula,Alexander,M,1956-01-19,Grenada,None,0,1
P0061604184,Andrea,Beasley,F,1982-07-10,Nauru,Gold,44032,15
P0061604185,Jennifer,Reed,O,1972-11-25,Guinea-Bissau,Silver,17432,3
P0061604186,Marissa,Jennings,F,1962-09-21,Christmas Island,None,0,1
P0061604187,Ryan,Dorsey,F,1974-02-19,Liberia,None,0,0
P0061604188,Krista,Taylor,O,1952-06-29,Latvia,None,0,1
P0061604189,Heather,Pena,O,1965-02-22,Senegal,None,0,2
P0061604190,Brian,Johnston,O,1985-09-23,Puerto Rico,None,0,2
P0061604191,Timothy,Anderson,M,1975-06-10,Kenya,None,0,0
P0061604192,Caleb,Gordon,F,1962-12-19,Tuvalu,None,0,1
P0061604193,Christine,Wood,O,2002-06-17,Saint Martin,None,0,1
P0061604194,Christine,Ward,F,1975-10-24,Myanmar,Gold,44053,5
P0061604195,Amy,Woods,O,1957-08-28,Sao Tome and Principe,Platinum,136018,40
P0061604196,Tara,Bennett,F,1998-03-13,Greece,None,0,2
P0061604197,Gerald,Douglas,F,1952-12-19,French Polynesia,None,0,0
P0061604198,Alexandra,Morse,F,1952-07-19,Micronesia,None,0,1
P0061604199,Sheila,Gillespie,O,1983-08-19,Martinique,Gold,43133,5
P0061604200,James,Arnold,M,2004-07-11,Faroe Islands,None,0,1
P0061604201,Leslie,Jones,O,1941-09-05,Cameroon,None,0,0
P0061604202,Tina,Clayton,F,1977-01-22,China,Silver,12525,2
P0061604203,Penny,Lopez,O,2005-08-08,Equatorial Guinea,None,0,2
P0061604204,Erica,Burns,F,1976-04-11,Venezuela,None,0,2
P0061604205,Jenna,Jensen,M,2007-03-14,United States of America,None,0,2
P0061604206,Kaitlin,Roberts,O,1970-01-21,Christmas Island,None,0,1
P0061604207,Amanda,Russell,O,1980-02-29,Czech Republic,None,0,2
P0061604208,Angela,Chavez,F,1953-05-23,Syrian Arab Republic,None,0,0
P0061604209,Denise,Christensen,M,1940-01-27,Lesotho,None,0,1
P0061604210,Wanda,Hernandez,M,1996-12-08,Liberia,Silver,7971,3
P0061604211,Lindsay,Ramirez,M,1939-12-12,Tunisia,None,0,1
P0061604212,Amanda,Good,O,1989-06-02,Seychelles,None,0,1
P0061604213,Cory,Cooper,O,1975-08-02,Fiji,None,0,1
P0061604214,Steven,Smith,M,1968-10-16,Pakistan,None,0,2
P0061604215,Karen,Rivas,M,1991-05-30,Latvia,Gold,39841,10
P0061604216,Donald,Walker,O,1958-12-01,Tuvalu,None,0,2
P0061604217,Daniel,Valdez,M,2006-07-21,Palestinian Territory,None,0,1
P0061604218,Joshua,Patrick,O,1997-11-30,Dominican Republic,None,0,1
P0061604219,Sarah,Perez,M,1942-04-26,Christmas Island,None,0,1
P0061604220,Rebecca,Pineda,M,1982-12-02,Colombia,None,0,0
P0061604221,Shannon,Leonard,O,1987-03-18,Honduras,None,0,1
P0061604222,Kristin,Lee,O,1956-07-27,Sweden,Silver,5410,4
P0061604223,Alicia,Williams,O,2004-02-18,Germany,None,0,1
P0061604224,Alison,Waters,M,1943-07-18,Philippines,Gold,36084,5
P0061604225,Samuel,Wright,M,1990-08-06,Aruba,None,0,1
P0061604226,Kathryn,Gomez,F,1962-07-13,Eritrea,None,0,2
P0061604227,Ryan,Stevens,F,1994-08-12,Congo,None,0,2
P0061604228,Gina,Allen,F,1940-01-03,Central African Republic,Silver,13409,2
P0061604229,Kristina,Reed,O,1946-11-10,Bangladesh,None,0,1
P0061604230,Albert,Brown,F,1972-12-17,Gambia,None,0,2
P0061604231,James,Mckay,M,1963-08-16,Guinea,None,0,0
P0061604232,Brett,Ferguson,M,1946-09-11,Saint Helena,None,0,2
P0061604233,Steven,Sanchez,F,2006-07-18,Aruba,None,0,1
P0061604234,Brooke,Anderson,M,1952-10-14,Poland,Silver,9532,4
P0061604235,Cameron,Castillo,M,1988-09-07,Somalia,None,0,0
P0061604236,Jason,Clark,M,1943-05-25,Slovenia,None,0,1
P0061604237,Nicholas,Olson,O,1980-02-07,Guernsey,None,0,1
P0061604238,Kiara,Jones,F,1978-05-26,Belize,Gold,56970,5
P0061604239,Eric,Ferguson,F,1944-09-07,Montenegro,None,0,0
P0061604240,Leah,Smith,M,1972-07-15,Falkland Islands (Malvinas),None,0,2
P0061604241,Andrea,Duncan,M,1956-03-24,Bhutan,None,0,1
P0061604242,Alexis,White,F,1979-07-26,Martinique,Platinum,99279,40
P0061604243,Catherine,Lucero,O,1950-09-07,French Southern Territories,Silver,13064,5
P0061604244,Dale,Collins,F,1950-11-20,Montserrat,None,0,2
P0061604245,Victoria,Herrera,M,1993-11-25,Taiwan,None,0,0
P0061604246,Robin,Singleton,F,1947-12-22,Ghana,None,0,2
P0061604247,Andrea,Mayer,F,2004-01-22,Faroe Islands,Silver,19148,3
P0061604248,Mary,Johnson,F,1978-03-19,Kenya,None,0,0
P0061604249,Richard,Reid,M,1970-10-03,Saint Martin,None,0,1
P0061604250,Clifford,Hood,F,1960-05-29,Oman,Silver,11314,4
P0061604251,Eric,Wilson,F,1945-03-22,Nauru,None,0,2
P0061604252,Jamie,Castillo,F,1995-03-16,Bulgaria,None,0,0
P0061604253,Brandon,Burke,M,1995-02-05,Saint Barthelemy,None,0,0
P0061604254,Terri,Allen,O,1992-09-22,Iceland,Silver,14901,5
P0061604255,Janet,Austin,F,2006-04-04,Burundi,None,0,2
P0061604256,Thomas,Rios,O,2003-10-30,Svalbard & Jan Mayen Islands,None,0,1
P0061604257,Robert,Bailey,O,1987-12-06,Trinidad and Tobago,Silver,15340,2
P0061604258,Sophia,Foster,M,1994-05-13,Saudi Arabia,None,0,1
P0061604259,Christopher,Becker,O,1984-02-11,Falkland Islands (Malvinas),Silver,13855,5
P0061604260,Jeanette,Ramirez,F,1968-02-12,Yemen,None,0,0
P0061604261,Jay,Johnson,M,1968-10-06,Burundi,None,0,0
P0061604262,David,Dudley,M,1978-02-20,Mauritius,Gold,21157,15
P0061604263,Bradley,James,O,2005-09-10,Bulgaria,Platinum,163961,20
P0061604264,Richard,Raymond,O,1990-10-01,Libyan Arab Jamahiriya,None,0,0
P0061604265,Theresa,Walker,O,1962-12-29,Ireland,None,0,1
P0061604266,Jessica,Taylor,O,1949-05-12,India,None,0,2
P0061604267,David,Eaton,M,1999-04-27,Cuba,Gold,51856,10
P0061604268,Catherine,Cooper,O,1969-01-13,United Arab Emirates,None,0,1
P0061604269,Joseph,Mosley,M,1961-04-11,Equatorial Guinea,Gold,30136,15
P0061604270,Kaitlyn,Hernandez,M,2005-04-18,Malta,Silver,8124,5
P0061604271,Derek,Edwards,O,1961-11-17,Guatemala,None,0,1
P0061604272,Alison,Fischer,F,1978-03-10,Christmas Island,Gold,45683,15
P0061604273,Albert,Hart,M,1966-11-06,Ethiopia,None,0,1
P0061604274,Marc,Martinez,F,1981-06-13,Austria,None,0,2
P0061604275,Eric,Washington,F,1968-04-05,Greenland,None,0,1
P0061604276,Lisa,Reyes,F,1951-06-08,Palestinian Territory,None,0,2
P0061604277,Joseph,Spencer,O,2004-11-16,Mauritania,None,0,1
P0061604278,Donald,Green,M,1994-03-10,Saint Lucia,None,0,1
P0061604279,Richard,Stone,F,1942-01-05,Guatemala,Silver,10377,2
P0061604280,Joan,Wilkerson,M,1963-06-10,Singapore,None,0,0
P0061604281,Allison,Anderson,M,1967-09-22,Algeria,None,0,0
P0061604282,Jennifer,Beard,O,1974-03-31,Ecuador,None,0,1
P0061604283,Anna,Jacobson,O,1958-11-08,China,None,0,0
P0061604284,Dawn,Small,F,1947-08-04,Cameroon,None,0,0
P0061604285,Margaret,Brooks,F,1955-03-06,Yemen,None,0,1
P0061604286,Michael,Alvarado,M,1978-07-08,Taiwan,None,0,1
P0061604287,John,Nelson,O,1960-02-26,Mauritania,Silver,17816,2
P0061604288,Alexander,Hansen,F,1976-09-05,Micronesia,Platinum,95679,10
P0061604289,Nicole,Schultz,F,1953-05-03,Barbados,None,0,0
P0061604290,Thomas,Wilson,O,1994-05-14,Sudan,Silver,12191,5
P0061604291,Karen,Davis,M,1975-08-23,Anguilla,None,0,0
P0061604292,Timothy,Flores,M,1976-06-18,Liberia,None,0,0
P0061604293,Daniel,Nichols,M,1991-03-29,Barbados,None,0,1
P0061604294,Donna,Salazar,F,1968-10-07,Denmark,None,0,2
P0061604295,Jordan,Clark,M,1977-02-28,Lao People's Democratic Republic,None,0,1
P0061604296,Dawn,Li,M,1940-02-11,Bangladesh,Silver,19018,3
P0061604297,Ashley,Wright,M,1983-05-12,Saint Vincent and the Grenadines,None,0,1
P0061604298,Derek,Holland,M,1959-07-25,Norway,None,0,0
P0061604299,Christopher,Rosales,F,2005-12-31,Samoa,Silver,6827,4
P0061604300,Karen,Long,O,2007-06-23,Burkina Faso,Gold,26865,10
P0061604301,Robert,Holland,O,2006-08-08,Ukraine,None,0,2
P0061604302,Heather,Gilbert,F,1947-05-21,Nauru,None,0,2
P0061604303,Scott,Sweeney,F,1962-10-26,Niue,Silver,7830,5
P0061604304,Dawn,Edwards,M,1986-11-13,New Caledonia,Silver,6558,2
P0061604305,Yolanda,King,M,1970-10-03,Burundi,Gold,43306,5
P0061604306,Joseph,Gonzales,O,2001-10-23,Cocos (Keeling) Islands,Silver,6579,5
P0061604307,Brian,Craig,M,1988-12-24,Oman,None,0,2
P0061604308,Kimberly,Gomez,M,1969-02-21,Morocco,None,0,1
P0061604309,Samantha,Quinn,M,1977-08-11,Mauritania,Gold,30502,5
P0061604310,Patricia,Warren,F,1981-05-20,Holy See (Vatican City State),None,0,1
P0061604311,Leah,Evans,O,1957-07-17,Timor-Leste,None,0,0
P0061604312,Steven,Harris,M,1963-07-22,Ethiopia,Platinum,134125,40
P0061604313,Sean,Allison,O,1989-10-05,Sierra Leone,None,0,2
P0061604314,Matthew,Brandt,M,1999-11-27,United States Virgin Islands,None,0,1
P0061604315,David,Arnold,M,1952-12-20,Bermuda,Gold,24994,5
P0061604316,Charles,Garza,F,1989-09-25,United States of America,Gold,35538,5
P0061604317,Roberto,Mccall,F,1941-11-05,Togo,Gold,30477,15
P0061604318,Jesse,Roman,F,1954-03-08,Italy,None,0,1
P0061604319,Todd,Jennings,M,1965-08-06,Northern Mariana Islands,None,0,0
P0061604320,Barbara,Washington,O,1964-08-05,Equatorial Guinea,None,0,1
P0061604321,Joseph,Lester,F,1973-08-20,Western Sahara,None,0,1
P0061604322,Jill,Jackson,M,1974-05-27,Cambodia,None,0,2
P0061604323,Morgan,Moody,O,1957-02-03,Ghana,Silver,8915,4
P0061604324,Elizabeth,Lewis,F,1983-07-11,Costa Rica,Gold,51542,15
P0061604325,Adam,Jenkins,F,1996-06-02,Turkmenistan,None,0,0
P0061604326,Ronald,Aguilar,O,1958-06-14,Ireland,None,0,2
P0061604327,Craig,Bender,M,2005-03-10,Croatia,None,0,1
P0061604328,Brent,Owens,O,1943-09-12,Guatemala,None,0,1
P0061604329,Nicole,Wagner,F,1998-09-15,Lebanon,None,0,2
P0061604330,Daniel,Gomez,M,2000-09-04,Cocos (Keeling) Islands,None,0,2
P0061604331,Mark,Thomas,O,1947-07-15,Guyana,None,0,0
P0061604332,Ann,Dunn,F,1948-03-11,Haiti,None,0,1
P0061604333,Logan,Collins,F,1971-02-18,Anguilla,None,0,1
P0061604334,Frank,Jones,O,1967-04-09,Swaziland,None,0,2
P0061604335,Lydia,Reid,M,1981-01-16,Aruba,None,0,1
P0061604336,Richard,Barton,O,1942-11-02,Jordan,Platinum,90979,40
P0061604337,Ryan,Ellis,O,1991-05-27,Togo,None,0,1
P0061604338,James,Horton,M,1956-10-10,Benin,None,0,2
P0061604339,Alexandra,Brewer,F,1975-08-11,Palestinian Territory,Silver,17850,4
P0061604340,Casey,Mccoy,F,1998-04-24,Austria,None,0,2
P0061604341,Katie,Trujillo,M,1978-12-20,Vietnam,None,0,2
P0061604342,Matthew,Jackson,O,1973-12-15,Belarus,None,0,1
P0061604343,Alicia,Smith,M,1985-10-21,Slovakia (Slovak Republic),None,0,1
P0061604344,Jennifer,Williams,O,1966-07-08,Macao,None,0,1
P0061604345,Rachel,Fowler,O,1966-01-04,Somalia,None,0,1
P0061604346,David,Stevenson,M,1960-01-13,Sweden,Gold,58672,10
P0061604347,Brittney,Hester,M,1973-03-17,Cote d'Ivoire,None,0,2
P0061604348,Victoria,Pham,F,1985-04-22,Oman,None,0,2
P0061604349,Kristi,Carter,F,1989-09-19,American Samoa,None,0,1
P0061604350,Gloria,Butler,F,1955-06-21,Togo,None,0,0
P0061604351,Craig,Scott,O,1978-11-30,Nauru,None,0,2
P0061604352,Douglas,Hill,F,1943-12-21,Philippines,Platinum,114725,10
P0061604353,Jennifer,Smith,F,1941-04-20,Mozambique,Gold,38351,10
P0061604354,Pamela,Woodward,F,1992-07-09,Togo,None,0,0
P0061604355,Dana,Velazquez,F,1991-04-04,Marshall Islands,Silver,15019,2
P0061604356,Daniel,Soto,F,1974-08-14,Iceland,None,0,1
P0061604357,Larry,Davis,F,1988-05-21,Argentina,None,0,2
P0061604358,Andrea,Blair,M,1965-11-19,Botswana,None,0,2
P0061604359,Lauren,Scott,O,1971-03-06,Colombia,Silver,16464,5
P0061604360,Ashley,Drake,M,1995-03-29,Uzbekistan,Silver,9721,3
P0061604361,Jennifer,Scott,M,1980-04-20,Qatar,Silver,9537,3
P0061604362,William,Perkins,O,1974-11-27,Mali,None,0,1
P0061604363,Daniel,Gross,M,1967-09-02,Nauru,Gold,36170,15
P0061604364,Matthew,Rasmussen,O,1956-01-12,Vietnam,None,0,0
P0061604365,Cameron,Wright,F,1985-09-19,Algeria,None,0,2
P0061604366,Jasmine,Flowers,M,1977-03-22,Peru,None,0,1
P0061604367,Claire,Kim,M,1960-11-29,Wallis and Futuna,None,0,1
P0061604368,Kevin,Ward,M,2007-02-07,Jordan,None,0,0
P0061604369,Austin,Smith,O,1943-02-01,Eritrea,Silver,12078,5
P0061604370,Walter,Sanders,O,1973-11-21,Croatia,None,0,1
P0061604371,Paula,Sutton,F,1977-09-22,Botswana,None,0,2
P0061604372,Sarah,Sheppard,M,1962-06-30,Romania,None,0,2
P0061604373,Ian,Baldwin,O,2006-10-26,Jamaica,None,0,1
P0061604374,Jennifer,Mccarthy,O,1970-10-17,United States Minor Outlying Islands,None,0,2
P0061604375,William,Wilson,O,1966-08-24,Cocos (Keeling) Islands,None,0,0
P0061604376,Alan,Hicks,M,1974-10-19,Kazakhstan,None,0,1
P0061604377,John,Rogers,F,1985-08-12,Lao People's Democratic Republic,Silver,19517,2
P0061604378,Leonard,Johnston,M,1978-12-21,Grenada,None,0,1
P0061604379,Ronnie,Stephens,O,1959-05-17,Dominican Republic,None,0,0
P0061604380,Thomas,Hartman,M,1956-04-08,Martinique,None,0,0
P0061604381,Chris,Werner,O,1972-08-20,Indonesia,None,0,1
P0061604382,Kelly,Roach,M,1989-03-28,Wallis and Futuna,None,0,1
P0061604383,Harold,Cook,M,1988-06-18,Gambia,None,0,2
P0061604384,Elizabeth,Blair,F,1948-09-26,Denmark,None,0,1
P0061604385,Christina,Short,M,1979-02-15,Albania,None,0,2
P0061604386,Rachel,Fuller,O,2002-06-01,Bhutan,None,0,0
P0061604387,Brenda,Hanson,M,1982-03-12,Mozambique,Silver,19859,2
P0061604388,Allison,Cohen,F,1985-10-26,Israel,None,0,1
P0061604389,Dean,Morris,O,1971-10-23,Cape Verde,None,0,1
P0061604390,Mark,Munoz,M,1945-09-10,Dominica,None,0,0
P0061604391,Brian,Maddox,O,1997-01-10,United Arab Emirates,None,0,1
P0061604392,Micheal,Sanders,F,1972-09-15,Rwanda,None,0,1
P0061604393,Eduardo,Lee,F,1996-03-05,Martinique,None,0,1
P0061604394,Amanda,Kelly,F,1957-07-20,Sri Lanka,None,0,2
P0061604395,Amanda,Skinner,F,1985-12-21,Bahrain,None,0,1
P0061604396,Michael,Smith,M,1978-07-19,Liechtenstein,None,0,0
P0061604397,Hayden,Johnson,F,2005-08-24,Tunisia,None,0,1
P0061604398,Nicholas,Garcia,O,1956-10-29,Isle of Man,Gold,37970,10
P0061604399,Jeremy,Martin,O,2001-11-02,Saint Pierre and Miquelon,None,0,2
P0061604400,Patrick,Griffin,O,1963-09-23,Angola,None,0,0
P0061604401,Anthony,Hunt,O,1988-12-20,Tanzania,None,0,2
P0061604402,Taylor,Miller,M,1978-05-04,Italy,None,0,1
P0061604403,Paul,Perez,F,1941-05-16,Mayotte,Silver,11590,3
P0061604404,David,Jackson,F,2005-02-19,Sierra Leone,None,0,2
P0061604405,Thomas,Flores,F,1953-07-09,Togo,Platinum,195962,20
P0061604406,Steven,Baker,F,1973-05-26,Monaco,None,0,1
P0061604407,Anthony,Bennett,F,1939-12-03,Nauru,None,0,1
P0061604408,Kenneth,Moody,F,1953-11-04,Northern Mariana Islands,Gold,55525,10
P0061604409,Sylvia,Hampton,F,1987-07-03,Monaco,None,0,2
P0061604410,John,Thomas,O,1945-09-24,Sierra Leone,None,0,1
P0061604411,Ronald,Mills,M,1994-02-03,Niger,None,0,1
P0061604412,Terrence,Washington,F,1983-01-01,Chad,None,0,1
P0061604413,Michelle,Ward,F,2004-04-29,Iceland,None,0,0
P0061604414,Ryan,Jenkins,O,2006-09-01,Nigeria,None,0,1
P0061604415,Catherine,Ritter,F,2000-09-30,Belize,None,0,1
P0061604416,Steven,Gibson,M,1988-01-23,Iraq,None,0,1
P0061604417,Nathan,Mcdonald,O,1985-11-16,Brazil,None,0,2
P0061604418,James,Benson,M,1944-07-26,Kenya,None,0,2
P0061604419,Stephanie,Evans,O,1951-11-18,Saint Helena,None,0,0
P0061604420,Dalton,Butler,F,1944-08-03,Greenland,None,0,1
P0061604421,Amanda,Kennedy,M,1977-04-12,Nauru,None,0,1
P0061604422,Carol,Massey,O,1961-11-10,Botswana,None,0,2
P0061604423,Joseph,Jones,O,1980-03-13,Tokelau,Silver,17777,4
P0061604424,Russell,Jones,F,1952-09-13,Solomon Islands,None,0,1
P0061604425,Laura,Mosley,F,1977-10-25,Marshall Islands,None,0,0
P0061604426,Benjamin,Frey,F,1970-05-07,Monaco,Silver,17765,4
P0061604427,Sharon,Woods,O,1950-08-18,United Kingdom,Silver,16746,2
P0061604428,Jacob,Long,O,2003-03-01,Pitcairn Islands,None,0,2
P0061604429,Richard,Rodriguez,O,1989-05-08,Iceland,None,0,1
P0061604430,Kimberly,Green,F,1941-01-05,Niue,None,0,0
P0061604431,Lisa,Murphy,M,1947-06-20,Bosnia and Herzegovina,Gold,31702,10
P0061604432,Joseph,Peterson,M,1954-09-20,Cayman Islands,Silver,15056,4
P0061604433,Tracy,Wilson,M,2007-07-12,Comoros,None,0,1
P0061604434,Jennifer,Osborne,O,1946-10-13,Tokelau,Silver,8281,4
P0061604435,Martha,Arnold,F,1960-11-11,Zambia,None,0,2
P0061604436,Ryan,Hampton,O,1977-01-24,Romania,Silver,11517,2
P0061604437,Tanner,Parsons,O,2000-03-21,Venezuela,None,0,1
P0061604438,Francisco,Lane,F,1956-01-13,Barbados,Platinum,163056,40
P0061604439,Eric,Davis,O,1947-10-21,El Salvador,None,0,1
P0061604440,Danielle,Thomas,O,1955-03-21,Chad,None,0,0
P0061604441,Robert,Spence,O,1971-10-19,Iceland,None,0,2
P0061604442,David,Robinson,M,1978-02-16,Congo,Silver,18683,2
P0061604443,Erin,Abbott,M,1974-12-05,Kyrgyz Republic,None,0,0
P0061604444,Samantha,Mercado,M,1991-09-24,Norfolk Island,None,0,1
P0061604445,Sarah,Robinson,O,2005-05-11,Sierra Leone,None,0,1
P0061604446,Margaret,Brooks,M,1979-07-02,South Africa,Platinum,135719,20
P0061604447,Beth,Davis,O,1967-06-22,Congo,Platinum,150072,40
P0061604448,John,Collins,F,1995-03-10,Japan,Silver,17576,5
P0061604449,Tony,Cook,O,1973-03-29,Puerto Rico,None,0,2
P0061604450,Crystal,Harmon,M,1969-03-11,Dominica,Silver,11297,3
P0061604451,Marie,Ramos,F,1941-11-28,Tunisia,Silver,8326,3
P0061604452,Chad,Anderson,O,1980-06-01,Wallis and Futuna,None,0,2
P0061604453,David,Mayo,F,1995-04-21,Sao Tome and Principe,None,0,0
P0061604454,Steven,Cordova,M,1955-04-05,Djibouti,None,0,2
P0061604455,Jonathan,Melendez,F,1972-02-09,Wallis and Futuna,None,0,2
P0061604456,Tracy,Stewart,M,1970-07-29,North Macedonia,None,0,0
P0061604457,Ashley,Anderson,M,1991-07-27,Gibraltar,None,0,1
P0061604458,Scott,Lee,O,1951-02-05,Serbia,None,0,1
P0061604459,Rhonda,Hamilton,M,1985-02-27,Indonesia,None,0,2
P0061604460,Charles,Guzman,O,1980-03-30,Libyan Arab Jamahiriya,None,0,1
P0061604461,Whitney,Smith,O,1957-12-31,Guinea,None,0,1
P0061604462,Leslie,Long,O,1948-03-14,Zambia,Gold,38067,10
P0061604463,Robin,Russell,M,1965-05-22,Colombia,None,0,1
P0061604464,Karen,Ramirez,O,1964-05-16,Spain,None,0,1
P0061604465,Michele,Rodriguez,M,1960-11-05,Slovenia,None,0,0
P0061604466,Kimberly,Meyer,O,1943-11-05,Greenland,None,0,1
P0061604467,Andrew,Gardner,M,1984-04-09,Nigeria,None,0,1
P0061604468,Johnathan,Hull,O,1986-11-16,Zambia,Platinum,60955,40
P0061604469,Amanda,Martin,M,1992-05-30,Vanuatu,Gold,26333,15
P0061604470,Lindsay,Golden,M,1941-11-06,Wallis and Futuna,Silver,12593,2
P0061604471,Carol,Lowe,O,1949-01-25,Japan,None,0,1
P0061604472,Daniel,Edwards,M,2001-04-13,Cayman Islands,None,0,0
P0061604473,Kevin,Thomas,O,1959-06-20,Martinique,None,0,1
P0061604474,Jeffrey,Hamilton,O,1954-01-15,Congo,None,0,2
P0061604475,Timothy,Martin,M,1972-04-14,United States Minor Outlying Islands,None,0,1
P0061604476,Douglas,Gonzalez,M,1995-04-27,Malaysia,None,0,2
P0061604477,Tiffany,Robinson,F,2000-07-16,Czech Republic,Silver,15423,2
P0061604478,William,Santana,M,1981-07-25,Pakistan,None,0,1
P0061604479,Joseph,Rodriguez,O,1954-04-02,United Arab Emirates,Silver,18130,3
P0061604480,Joseph,Newton,F,1953-10-13,United Arab Emirates,None,0,0
P0061604481,Matthew,Green,M,1948-05-20,Cook Islands,Gold,31934,15
P0061604482,Elizabeth,Sanchez,M,1959-03-03,Macao,None,0,2
P0061604483,Keith,Farley,F,1943-12-28,Saint Martin,None,0,1
P0061604484,Alicia,Burns,F,1972-11-13,United States Minor Outlying Islands,Platinum,131663,40
P0061604485,Jacqueline,Bradley,M,1995-06-20,Niger,Silver,18612,2
P0061604486,Alan,Booth,O,1954-07-16,Denmark,None,0,1
P0061604487,Amy,Johnson,O,1975-02-16,Singapore,None,0,0
P0061604488,Kimberly,Harris,F,1998-03-03,Anguilla,None,0,1
P0061604489,Brandon,Mcmahon,M,1951-03-16,Belarus,Silver,8977,4
P0061604490,Danielle,Montgomery,O,1971-11-26,Tuvalu,None,0,0
P0061604491,Maria,Hill,M,1944-12-04,Czech Republic,Silver,9560,4
P0061604492,Steven,Hurley,F,1993-09-24,Lebanon,None,0,2
P0061604493,David,Whitaker,O,1951-08-20,Comoros,Platinum,124128,40
P0061604494,Matthew,Gonzales,O,1957-06-09,Central African Republic,None,0,1
P0061604495,Wyatt,Thompson,O,1964-06-01,Canada,Gold,40136,15
P0061604496,Keith,Waller,F,1976-09-26,Montserrat,None,0,2
P0061604497,Sarah,Ramirez,M,1981-07-17,Equatorial Guinea,None,0,1
P0061604498,Austin,Johnson,O,2003-11-02,Gabon,None,0,1
P0061604499,Robert,Johnson,M,1994-04-06,Central African Republic,None,0,2
P0061604500,Michele,Anderson,M,1964-03-03,Poland,None,0,1
P0061604501,Morgan,Carter,F,1973-10-30,Czech Republic,Gold,47129,10
P0061604502,Connor,Johnson,O,1985-07-09,Guatemala,None,0,0
P0061604503,Stacy,Bell,O,1991-05-06,Sao Tome and Principe,Silver,14998,2
P0061604504,Michelle,Spears,M,1960-05-17,Chile,None,0,0
P0061604505,Michael,Lewis,M,1970-07-02,Netherlands,Gold,20398,5
P0061604506,Mary,Ewing,O,2005-04-02,Romania,Silver,8133,3
P0061604507,Shannon,Conrad,O,1960-06-02,Gambia,None,0,2
P0061604508,Dalton,Martinez,F,1962-03-30,Reunion,Platinum,64968,20
P0061604509,Michelle,Thompson,M,1945-10-09,Aruba,None,0,2
P0061604510,Trevor,Williams,M,2001-03-12,Vanuatu,None,0,1
P0061604511,Martha,Walsh,F,1946-02-21,Nicaragua,None,0,0
P0061604512,Michael,Hodges,F,1959-08-03,Bouvet Island (Bouvetoya),Platinum,84050,10
P0061604513,Lee,Murphy,M,1973-01-27,British Virgin Islands,Silver,11183,4
P0061604514,Jennifer,Miles,F,1966-03-05,American Samoa,None,0,0
P0061604515,Daniel,Atkinson,F,2003-09-14,Solomon Islands,None,0,1
P0061604516,Edward,Kelley,M,1958-05-31,Colombia,None,0,0
P0061604517,Kimberly,Hurst,M,1993-09-10,Greenland,None,0,0
P0061604518,Alexander,Garza,F,1947-12-09,Armenia,Gold,28393,5
P0061604519,Gregory,Vasquez,M,1961-05-17,Saint Helena,None,0,1
P0061604520,Peter,Randolph,O,1976-10-16,Equatorial Guinea,None,0,0
P0061604521,Kimberly,Strickland,M,1978-08-29,Kuwait,Silver,5175,3
P0061604522,David,Garrett,O,1948-04-22,Reunion,None,0,0
P0061604523,Jennifer,Thompson,F,1976-09-23,Solomon Islands,None,0,1
P0061604524,Paul,Thomas,M,1966-09-19,China,None,0,0
P0061604525,Anthony,Johnson,M,1949-04-17,Bouvet Island (Bouvetoya),None,0,1
P0061604526,Linda,Fry,M,1943-02-25,Egypt,None,0,0
P0061604527,Debra,Hancock,O,1981-10-11,Kazakhstan,None,0,2
P0061604528,Victor,Shepherd,O,1962-03-26,Qatar,Platinum,62953,40
P0061604529,Thomas,Burns,F,1952-10-05,Tuvalu,Silver,9374,2
